batch_number,status,title,template_type,volume,kdi,tier,cluster_capture_potential,proposed_article_title,page_purpose,category
8,not_started,instant pot chuck roast,recipe_or_dish,5400.0,21.0,Tier 1,5400.0,Instant Pot Chuck Roast Recipe,seo_target,
8,not_started,levain cookie recipe,recipe_or_dish,5400.0,27.0,Tier 1,5400.0,Levain Cookie Recipe,seo_target,
8,not_started,linzer cookie recipe,recipe_or_dish,5400.0,26.0,Tier 1,5400.0,Linzer Cookie Recipe,seo_target,
8,not_started,alcohol free wine,recipe_or_dish,5400.0,21.0,Tier 1,5400.0,Alcohol Free Wine Recipe,seo_target,
8,not_started,Taco Bell Diablo Sauce,recipe_or_dish,5400.0,21.0,Tier 1,5400.0,Taco Bell Diablo Sauce Recipe,seo_target,
8,not_started,sourdough rolls recipe,recipe_or_dish,5400.0,28.0,Tier 1,5400.0,Sourdough Roll Recipe,seo_target,
8,not_started,cottage cheese cheesecake,recipe_or_dish,5400.0,23.0,Tier 1,5400.0,Cottage Cheese Cheesecake Recipe,seo_target,
8,not_started,maple donut,ingredient_hub,5400.0,28.0,Tier 1,5400.0,Maple Donut Recipe,seo_target,
8,not_started,how to cook a pumpkin seeds,howto_technique,5400.0,23.0,Tier 1,5400.0,Pumpkin Seed Recipe,seo_target,
8,not_started,pork milanese,ingredient_hub,5400.0,27.0,Tier 1,5400.0,Pork Milanese Recipe,seo_target,
8,not_started,cocktails using malibu,recipe_or_dish,5400.0,28.0,Tier 1,5400.0,Cocktail Malibu Recipe,seo_target,
8,not_started,sugar free marshmallows,recipe_or_dish,5400.0,14.0,Tier 1,5400.0,Sugar Free Marshmallow Recipe,seo_target,
8,not_started,sugar free condensed milk,recipe_or_dish,5400.0,25.0,Tier 1,5400.0,Sugar Free Condensed Milk Recipe,seo_target,
8,not_started,how long do carrots last in the fridge,howto_technique,5400.0,28.0,Tier 1,5400.0,How Long Carrot Last Fridge Recipe,seo_target,
8,not_started,bulgarian yogurt,ingredient_hub,5400.0,21.0,Tier 1,5400.0,Bulgarian Yogurt Recipe,seo_target,
8,not_started,all'amatriciana sauce recipe,recipe_or_dish,5400.0,25.0,Tier 1,5400.0,Allamatriciana Sauce Recipe,seo_target,
8,not_started,gluten free hot dog buns,recipe_or_dish,5400.0,20.0,Tier 1,5400.0,Gluten Free Hot Dog Bun Recipe,seo_target,
8,not_started,what is passata,definition,5400.0,26.0,Tier 1,5400.0,What Is Passata? (And How to Use It),seo_target,
8,not_started,how to cook frozen lobster tails,howto_technique,5400.0,19.0,Tier 1,5400.0,Frozen Lobster Tail Recipe,seo_target,
8,not_started,shrimp sauce,ingredient_hub,5400.0,24.0,Tier 1,5400.0,Shrimp Sauce Recipe,seo_target,
8,not_started,healthy tortillas,ingredient_hub,5400.0,21.0,Tier 1,5400.0,Healthy Tortilla Recipe,seo_target,
8,not_started,sugar free pudding,recipe_or_dish,5400.0,26.0,Tier 1,5400.0,Sugar Free Pudding Recipe,seo_target,
8,not_started,cold lunch ideas,recipe_or_dish,5400.0,28.0,Tier 1,5400.0,Cold Lunch Idea Recipe,seo_target,
8,not_started,cinco de mayo food,recipe_or_dish,5400.0,25.0,Tier 1,5400.0,Cinco De Mayo Food Recipe,seo_target,
8,not_started,brown sugar carrots,recipe_or_dish,5400.0,22.0,Tier 1,5400.0,Brown Sugar Carrot Recipe,seo_target,
8,not_started,how to julienne carrots,howto_technique,5400.0,27.0,Tier 1,5400.0,Julienne Carrot Recipe,seo_target,
8,not_started,what does lychee taste like,recipe_or_dish,5400.0,22.0,Tier 1,5400.0,What Lychee Taste Like Recipe,seo_target,
8,not_started,italian focaccia recipe,recipe_or_dish,5400.0,27.0,Tier 1,5400.0,Italian Focaccia Recipe,seo_target,
8,not_started,heart healthy snacks,recipe_or_dish,5400.0,29.0,Tier 1,5400.0,Heart Healthy Snack Recipe,seo_target,
8,not_started,sheep milk,ingredient_hub,5400.0,14.0,Tier 1,5400.0,Sheep Milk Recipe,seo_target,
8,not_started,milhojas,ingredient_hub,5400.0,28.0,Tier 1,5400.0,Milhoja Recipe,seo_target,
8,not_started,how to cook rice in microwave,howto_technique,5400.0,23.0,Tier 1,5400.0,Rice Microwave Recipe,seo_target,
8,not_started,tortellini alfredo,ingredient_hub,5400.0,21.0,Tier 1,5400.0,Tortellini Alfredo Recipe,seo_target,
8,not_started,tube pan,ingredient_hub,5400.0,16.0,Tier 1,5400.0,Tube Pan Recipe,seo_target,
8,not_started,chicken tempura roll,recipe_or_dish,5400.0,20.0,Tier 1,5400.0,Chicken Tempura Roll Recipe,seo_target,
8,not_started,green sauce,ingredient_hub,5400.0,26.0,Tier 1,5400.0,Green Sauce Recipe,seo_target,
8,not_started,cottage cheese cookie dough,recipe_or_dish,5400.0,22.0,Tier 1,5400.0,Cottage Cheese Cookie Dough Recipe,seo_target,
8,not_started,coconut whipped cream,recipe_or_dish,5400.0,26.0,Tier 1,5400.0,Coconut Whipped Cream Recipe,seo_target,
8,not_started,paneer pakora,ingredient_hub,5400.0,19.0,Tier 1,5400.0,Paneer Pakora Recipe,seo_target,
8,not_started,Recipe for Griot,recipe_or_dish,5400.0,23.0,Tier 1,5400.0,Griot Recipe,seo_target,
8,not_started,rainbow chard,ingredient_hub,5400.0,14.0,Tier 1,5400.0,Rainbow Chard Recipe,seo_target,
8,not_started,dump and go slow cooker recipes,recipe_or_dish,5400.0,25.0,Tier 1,5400.0,Dump Go Slow Cooker Recipe,seo_target,
8,not_started,is almond flour gluten free,recipe_or_dish,5400.0,22.0,Tier 1,5400.0,Is Almond Flour Gluten Free? Complete Guide,seo_target,
8,not_started,beef pot pie recipe,recipe_or_dish,5400.0,26.0,Tier 1,5400.0,Beef Pot Pie Recipe,seo_target,
8,not_started,kamut flour,ingredient_hub,5400.0,19.0,Tier 1,5400.0,Kamut Flour Recipe,seo_target,
8,not_started,florentine steak,ingredient_hub,5400.0,21.0,Tier 1,5400.0,Florentine Steak Recipe,seo_target,
8,not_started,banana as pre workout food,recipe_or_dish,5400.0,25.0,Tier 1,5400.0,Banana As Pre Workout Food Recipe,seo_target,
8,not_started,fonio,ingredient_hub,5400.0,28.0,Tier 1,5400.0,Fonio Recipe,seo_target,
8,not_started,dried wakame seaweed,recipe_or_dish,5400.0,22.0,Tier 1,5400.0,Dried Wakame Seaweed Recipe,seo_target,
8,not_started,shrimp brochette,ingredient_hub,5400.0,19.0,Tier 1,5400.0,Shrimp Brochette Recipe,seo_target,
8,not_started,honey in coffee,recipe_or_dish,5400.0,17.0,Tier 1,5400.0,Honey Coffee Recipe,seo_target,
8,not_started,how to make a paloma,howto_technique,5400.0,29.0,Tier 1,5400.0,Paloma Recipe,seo_target,
8,not_started,does red wine vinegar go bad,recipe_or_dish,5400.0,22.0,Tier 1,5400.0,Red Wine Vinegar Go Bad Recipe,seo_target,
8,not_started,green drinks,ingredient_hub,5400.0,29.0,Tier 1,5400.0,Green Drink Recipe,seo_target,
8,not_started,does turkey make you sleepy,recipe_or_dish,5400.0,22.0,Tier 1,5400.0,Turkey Make Sleepy Recipe,seo_target,
8,not_started,maple glazed carrots,recipe_or_dish,5400.0,27.0,Tier 1,5400.0,Maple Glazed Carrot Recipe,seo_target,
8,not_started,sazerac cocktail recipe,recipe_or_dish,5400.0,27.0,Tier 1,5400.0,Sazerac Cocktail Recipe,seo_target,
8,not_started,cream cheese rangoon,recipe_or_dish,5400.0,20.0,Tier 1,5400.0,Cream Cheese Rangoon Recipe,seo_target,
8,not_started,how long to cook burgers on stove,howto_technique,5400.0,28.0,Tier 1,5400.0,Burger Stove Recipe,seo_target,
8,not_started,thai papaya,ingredient_hub,5400.0,29.0,Tier 1,5400.0,Thai Papaya Recipe,seo_target,
8,not_started,parchment paper vs wax paper,comparison,5400.0,21.0,Tier 1,5400.0,Parchment Paper vs. Wax Paper: What's the Difference?,seo_target,
8,not_started,rusty nail cocktail,recipe_or_dish,5400.0,7.0,Tier 1,5400.0,Rusty Nail Cocktail Recipe,seo_target,
8,not_started,london fog recipe,recipe_or_dish,5400.0,23.0,Tier 1,5400.0,London Fog Recipe,seo_target,
8,not_started,best rum,ingredient_hub,5400.0,23.0,Tier 1,5400.0,Rum Recipe,seo_target,
8,not_started,Checkers Fries,ingredient_hub,5400.0,16.0,Tier 1,5400.0,Checker Fries Recipe,seo_target,
8,not_started,mind eraser drink,recipe_or_dish,5400.0,24.0,Tier 1,5400.0,Mind Eraser Drink Recipe,seo_target,
8,not_started,stuffed peppers with rice,recipe_or_dish,5400.0,28.0,Tier 1,5400.0,Stuffed Pepper Rice Recipe,seo_target,
8,not_started,Smoked Salmon Bagel,recipe_or_dish,5400.0,25.0,Tier 1,5400.0,Smoked Salmon Bagel Recipe,seo_target,
8,not_started,bullet coffee,ingredient_hub,5400.0,28.0,Tier 1,5400.0,Bullet Coffee Recipe,seo_target,
8,not_started,grilled swordfish,ingredient_hub,5400.0,23.0,Tier 1,5400.0,Grilled Swordfish Recipe,seo_target,
8,not_started,jalapeno popper with cream cheese,recipe_or_dish,5400.0,27.0,Tier 1,5400.0,Jalapeno Popper Cream Cheese Recipe,seo_target,
8,not_started,vodka for screwdrivers,recipe_or_dish,5400.0,18.0,Tier 1,5400.0,Vodka Screwdriver Recipe,seo_target,
8,not_started,relish tray,ingredient_hub,5400.0,25.0,Tier 1,5400.0,Relish Tray Recipe,seo_target,
8,not_started,chicken parmesan casserole,recipe_or_dish,5400.0,29.0,Tier 1,5400.0,Chicken Parmesan Casserole Recipe,seo_target,
8,not_started,beef liver recipes,recipe_or_dish,5400.0,19.0,Tier 1,5400.0,Beef Liver Recipe,seo_target,
8,not_started,pumpkin beer,ingredient_hub,5400.0,21.0,Tier 1,5400.0,Pumpkin Beer Recipe,seo_target,
8,not_started,red wine vinaigrette for cobb salad,recipe_or_dish,5400.0,27.0,Tier 1,5400.0,Red Wine Vinaigrette Cobb Salad Recipe,seo_target,
8,not_started,how to make thousand island dressing,howto_technique,5400.0,28.0,Tier 1,5400.0,Thousand Island Dressing Recipe,seo_target,
8,not_started,when are pomegranates in season,recipe_or_dish,5400.0,9.0,Tier 1,5400.0,When Are Pomegranate Season Recipe,seo_target,
8,not_started,Mini Bagels,ingredient_hub,5400.0,25.0,Tier 1,5400.0,Mini Bagel Recipe,seo_target,
8,not_started,hanger steak onglet,recipe_or_dish,5400.0,18.0,Tier 1,5400.0,Hanger Steak Onglet Recipe,seo_target,
8,not_started,jammy dodger,ingredient_hub,5400.0,22.0,Tier 1,5400.0,Jammy Dodger Recipe,seo_target,
8,not_started,starting charcoal with a chimney,recipe_or_dish,5400.0,27.0,Tier 1,5400.0,Starting Charcoal Chimney Recipe,seo_target,
8,not_started,stuffing vs dressing,comparison,5400.0,26.0,Tier 1,5400.0,Stuffing vs. Dressing: What's the Difference?,seo_target,
8,not_started,wondra flour,ingredient_hub,5400.0,20.0,Tier 1,5400.0,Wondra Flour Recipe,seo_target,
8,not_started,chopped cheese recipe,recipe_or_dish,5400.0,27.0,Tier 1,5400.0,Chopped Cheese Recipe,seo_target,
8,not_started,cream cheese icing for cinnamon rolls,recipe_or_dish,5400.0,29.0,Tier 1,5400.0,Cream Cheese Icing Cinnamon Roll Recipe,seo_target,
8,not_started,asian chicken marinade,recipe_or_dish,5400.0,21.0,Tier 1,5400.0,Asian Chicken Marinade Recipe,seo_target,
8,not_started,low alcohol beer,recipe_or_dish,5400.0,12.0,Tier 1,5400.0,Low Alcohol Beer Recipe,seo_target,
8,not_started,bratwurst and sauerkraut,recipe_or_dish,5400.0,16.0,Tier 1,5400.0,Bratwurst Sauerkraut Recipe,seo_target,
8,not_started,greek yogurt ranch dressing,recipe_or_dish,5400.0,17.0,Tier 1,5400.0,Greek Yogurt Ranch Dressing Recipe,seo_target,
8,not_started,rajas con queso,recipe_or_dish,5400.0,14.0,Tier 1,5400.0,Raja Con Queso Recipe,seo_target,
8,not_started,blanched almonds,ingredient_hub,5400.0,16.0,Tier 1,5400.0,Blanched Almond Recipe,seo_target,
8,not_started,what is oyster sauce,definition,5400.0,13.0,Tier 1,5400.0,What Is Oyster Sauce? (And How to Use It),seo_target,
8,not_started,seared salmon,ingredient_hub,5400.0,29.0,Tier 1,5400.0,Seared Salmon Recipe,seo_target,
8,not_started,almond meal macarons,recipe_or_dish,5400.0,13.0,Tier 1,5400.0,Almond Meal Macaron Recipe,seo_target,
8,not_started,parma ham,ingredient_hub,5400.0,19.0,Tier 1,5400.0,Parma Ham Recipe,seo_target,
8,not_started,keto friendly cereal,recipe_or_dish,5400.0,13.0,Tier 1,5400.0,Keto Friendly Cereal Recipe,seo_target,
8,not_started,hasselback,ingredient_hub,5400.0,28.0,Tier 1,5400.0,Hasselback Recipe,seo_target,
8,not_started,gluten free sugar cookies,recipe_or_dish,5400.0,23.0,Tier 1,5400.0,Gluten Free Sugar Cookies Recipe,seo_target,
8,not_started,vegan alfredo sauce,recipe_or_dish,5400.0,12.0,Tier 1,5400.0,Vegan Alfredo Sauce Recipe,seo_target,
9,not_started,paneer recipe recipe,recipe_or_dish,5400.0,29.0,Tier 1,5400.0,Paneer Recipe,seo_target,
9,not_started,hamantaschen recipe,recipe_or_dish,5400.0,22.0,Tier 1,5400.0,Hamantaschen Recipe,seo_target,
9,not_started,dried strawberries,ingredient_hub,5400.0,20.0,Tier 1,5400.0,Dried Strawberry Recipe,seo_target,
9,not_started,panko chicken,ingredient_hub,5400.0,28.0,Tier 1,5400.0,Panko Chicken Recipe,seo_target,
9,not_started,buttery nipple,ingredient_hub,5400.0,13.0,Tier 1,5400.0,Buttery Nipple Recipe,seo_target,
9,not_started,chicken and sweet potato recipes,recipe_or_dish,5400.0,28.0,Tier 1,5400.0,Chicken Sweet Potato Recipe,seo_target,
9,not_started,how do you soften brown sugar,recipe_or_dish,5400.0,26.0,Tier 1,5400.0,Soften Brown Sugar Recipe,seo_target,
9,not_started,cocoloco,ingredient_hub,5400.0,22.0,Tier 1,5400.0,Cocoloco Recipe,seo_target,
9,not_started,salmon roe sushi,recipe_or_dish,5400.0,28.0,Tier 1,5400.0,Salmon Roe Sushi Recipe,seo_target,
9,not_started,what flavor is red velvet,recipe_or_dish,5400.0,26.0,Tier 1,5400.0,What Flavor Red Velvet Recipe,seo_target,
9,not_started,whipped cream cheese frosting,recipe_or_dish,5400.0,22.0,Tier 1,5400.0,Whipped Cream Cheese Frosting Recipe,seo_target,
9,not_started,yakitori grill,ingredient_hub,5400.0,15.0,Tier 1,5400.0,Yakitori Grill Recipe,seo_target,
9,not_started,kebabs on the grille,recipe_or_dish,5400.0,27.0,Tier 1,5400.0,Kebab Grille Recipe,seo_target,
9,not_started,chaffle recipes,category_roundup,5400.0,9.0,Tier 1,5400.0,Chaffle Recipe,seo_target,
9,not_started,bucatini cacio e pepe,recipe_or_dish,5400.0,17.0,Tier 1,5400.0,Bucatini Cacio E Pepe Recipe,seo_target,
9,not_started,chocolate bark chocolate,recipe_or_dish,5400.0,16.0,Tier 1,5400.0,Chocolate Bark Chocolate Recipe,seo_target,
9,not_started,brownie sundae,ingredient_hub,5400.0,19.0,Tier 1,5400.0,Brownie Sundae Recipe,seo_target,
9,not_started,spice rubbed steak,recipe_or_dish,5400.0,24.0,Tier 1,5400.0,Spice Rubbed Steak Recipe,seo_target,
9,not_started,tasso ham,ingredient_hub,5400.0,29.0,Tier 1,5400.0,Tasso Ham Recipe,seo_target,
9,not_started,kentucky fried chicken coleslaw recipe,recipe_or_dish,5400.0,28.0,Tier 1,5400.0,Kentucky Fried Chicken Coleslaw Recipe,seo_target,
9,not_started,Tellicherry Peppercorns,ingredient_hub,5400.0,25.0,Tier 1,5400.0,Tellicherry Peppercorn Recipe,seo_target,
9,not_started,how to cook baby back ribs in the oven,howto_technique,5400.0,27.0,Tier 1,5400.0,Baby Back Ribs Oven Recipe,seo_target,
9,not_started,roll ups,ingredient_hub,5400.0,23.0,Tier 1,5400.0,Roll Ups Recipe,seo_target,
9,not_started,grilled octopus,ingredient_hub,5400.0,28.0,Tier 1,5400.0,Grilled Octopus Recipe,seo_target,
9,not_started,pluots,ingredient_hub,5400.0,25.0,Tier 1,5400.0,Pluot Recipe,seo_target,
9,not_started,grilled flank steak,recipe_or_dish,5400.0,28.0,Tier 1,5400.0,Grilled Flank Steak Recipe,seo_target,
9,not_started,non alcoholic whiskey,recipe_or_dish,5400.0,20.0,Tier 1,5400.0,Non Alcoholic Whiskey Recipe,seo_target,
9,not_started,chicken mac and cheese,recipe_or_dish,5400.0,25.0,Tier 1,5400.0,Chicken Macaroni Cheese Recipe,seo_target,
9,not_started,saffron threads,ingredient_hub,5400.0,17.0,Tier 1,5400.0,Saffron Thread Recipe,seo_target,
9,not_started,tuna sashimi,ingredient_hub,5400.0,18.0,Tier 1,5400.0,Tuna Sashimi Recipe,seo_target,
9,not_started,thai green papaya salad,recipe_or_dish,5400.0,29.0,Tier 1,5400.0,Thai Green Papaya Salad Recipe,seo_target,
9,not_started,crumble topping recipe,recipe_or_dish,5400.0,18.0,Tier 1,5400.0,Crumble Topping Recipe,seo_target,
9,not_started,cabbage roll soup recipe,recipe_or_dish,5400.0,29.0,Tier 1,5400.0,Cabbage Roll Soup Recipe,seo_target,
9,not_started,sugar free lemonade,recipe_or_dish,5400.0,15.0,Tier 1,5400.0,Sugar Free Lemonade Recipe,seo_target,
9,not_started,silver dollar pancakes,recipe_or_dish,5400.0,28.0,Tier 1,5400.0,Silver Dollar Pancakes Recipe,seo_target,
9,not_started,tuna roll,ingredient_hub,5400.0,29.0,Tier 1,5400.0,Tuna Roll Recipe,seo_target,
9,not_started,buffalo wild wings sauce,recipe_or_dish,5400.0,29.0,Tier 1,5400.0,Buffalo Wild Wings Sauce Recipe,seo_target,
9,not_started,cook pork shoulder crock pot,recipe_or_dish,5400.0,29.0,Tier 1,5400.0,Cook Pork Shoulder Crock Pot Recipe,seo_target,
9,not_started,cod tacos,ingredient_hub,5400.0,19.0,Tier 1,5400.0,Cod Tacos Recipe,seo_target,
9,not_started,limoncello cocktails,ingredient_hub,5400.0,17.0,Tier 1,5400.0,Limoncello Cocktail Recipe,seo_target,
9,not_started,passion fruit in smoothies,recipe_or_dish,5400.0,9.0,Tier 1,5400.0,Passion Fruit Smoothy Recipe,seo_target,
9,not_started,grilled chicken tenders,recipe_or_dish,5400.0,24.0,Tier 1,5400.0,Grilled Chicken Tender Recipe,seo_target,
9,not_started,white pizza sauce,recipe_or_dish,5400.0,26.0,Tier 1,5400.0,White Pizza Sauce Recipe,seo_target,
9,not_started,branzini,ingredient_hub,5400.0,21.0,Tier 1,5400.0,Branzini Recipe,seo_target,
9,not_started,cocktail weenies,ingredient_hub,5400.0,25.0,Tier 1,5400.0,Cocktail Weeny Recipe,seo_target,
9,not_started,jolly rancher ropes,recipe_or_dish,5400.0,22.0,Tier 1,5400.0,Jolly Rancher Rope Recipe,seo_target,
9,not_started,deshebrada,ingredient_hub,5400.0,20.0,Tier 1,5400.0,Deshebrada Recipe,seo_target,
9,not_started,sugar free ketchup,recipe_or_dish,5400.0,26.0,Tier 1,5400.0,Sugar Free Ketchup Recipe,seo_target,
9,not_started,chicken pomodoro,ingredient_hub,5400.0,9.0,Tier 1,5400.0,Chicken Pomodoro Recipe,seo_target,
9,not_started,concha recipe,recipe_or_dish,5400.0,21.0,Tier 1,5400.0,Concha Recipe,seo_target,
9,not_started,badam milk uses,recipe_or_dish,5400.0,24.0,Tier 1,5400.0,Badam Milk Use Recipe,seo_target,
9,not_started,mozzarella pizza,ingredient_hub,5400.0,21.0,Tier 1,5400.0,Mozzarella Pizza Recipe,seo_target,
9,not_started,tuna poke bowl,recipe_or_dish,5400.0,27.0,Tier 1,5400.0,Tuna Poke Bowl Recipe,seo_target,
9,not_started,kebab iranian food,recipe_or_dish,5400.0,24.0,Tier 1,5400.0,Kebab Iranian Food Recipe,seo_target,
9,not_started,rice paper recipes,recipe_or_dish,5400.0,8.0,Tier 1,5400.0,Rice Paper Recipe,seo_target,
9,not_started,grilling ideas,ingredient_hub,5400.0,29.0,Tier 1,5400.0,Grilling Idea Recipe,seo_target,
9,not_started,how to cook bratwurst sausage on the stove,howto_technique,5400.0,13.0,Tier 1,5400.0,Bratwurst Sausage Stove Recipe,seo_target,
9,not_started,protein coffee recipe,recipe_or_dish,5400.0,20.0,Tier 1,5400.0,Protein Coffee Recipe,seo_target,
9,not_started,hamburgers in the oven,recipe_or_dish,5400.0,27.0,Tier 1,5400.0,Hamburger Oven Recipe,seo_target,
9,not_started,baked potatoes in crock pot,recipe_or_dish,5400.0,26.0,Tier 1,5400.0,Baked Potatoe Crock Pot Recipe,seo_target,
9,not_started,vanilla mug cake,recipe_or_dish,5400.0,27.0,Tier 1,5400.0,Vanilla Mug Cake Recipe,seo_target,
9,not_started,orange crush cocktail,recipe_or_dish,5400.0,24.0,Tier 1,5400.0,Orange Crush Cocktail Recipe,seo_target,
9,not_started,roast beef sliders,recipe_or_dish,5400.0,20.0,Tier 1,5400.0,Roast Beef Slider Recipe,seo_target,
9,not_started,caterpillar roll,ingredient_hub,5400.0,16.0,Tier 1,5400.0,Caterpillar Roll Recipe,seo_target,
9,not_started,sparkling juice,ingredient_hub,5400.0,17.0,Tier 1,5400.0,Sparkling Juice Recipe,seo_target,
9,not_started,scotch cocktails,ingredient_hub,5400.0,28.0,Tier 1,5400.0,Scotch Cocktail Recipe,seo_target,
9,not_started,lemonade flavors,ingredient_hub,5400.0,26.0,Tier 1,5400.0,Lemonade Flavor Recipe,seo_target,
9,not_started,beef short ribs recipe oven,recipe_or_dish,5400.0,19.0,Tier 1,5400.0,Beef Short Ribs Oven Recipe,seo_target,
9,not_started,no peek beef tips,recipe_or_dish,5400.0,17.0,Tier 1,5400.0,No Peek Beef Tip Recipe,seo_target,
9,not_started,black cardamom,ingredient_hub,5400.0,21.0,Tier 1,5400.0,"Black Cardamom: Uses, Substitutes & Recipes",seo_target,cuisine_specialty
9,not_started,fish maw,ingredient_hub,5400.0,22.0,Tier 1,5400.0,Fish Maw Recipe,seo_target,
9,not_started,baked trout,ingredient_hub,5400.0,24.0,Tier 1,5400.0,Baked Trout Recipe,seo_target,
9,not_started,strawberry matcha latte,recipe_or_dish,5400.0,16.0,Tier 1,5400.0,Strawberry Matcha Latte Recipe,seo_target,
9,not_started,mexican ceviche,ingredient_hub,5400.0,28.0,Tier 1,5400.0,Mexican Ceviche Recipe,seo_target,
9,not_started,pecan tassies,ingredient_hub,5400.0,25.0,Tier 1,5400.0,Pecan Tassy Recipe,seo_target,
9,not_started,smoking beef ribs,recipe_or_dish,5400.0,26.0,Tier 1,5400.0,Smoking Beef Ribs Recipe,seo_target,
9,not_started,beer before liquor,recipe_or_dish,5400.0,24.0,Tier 1,5400.0,Beer Before Liquor Recipe,seo_target,
9,not_started,are yams and sweet potatoes the same thing,recipe_or_dish,5400.0,22.0,Tier 1,5400.0,Are Yam Sweet Potatoe Same Thing Recipe,seo_target,
9,not_started,stone fruits,ingredient_hub,5400.0,29.0,Tier 1,5400.0,Stone Fruit Recipe,seo_target,
9,not_started,chayote squash recipes,recipe_or_dish,5400.0,20.0,Tier 1,5400.0,Chayote Squash Recipe,seo_target,
9,not_started,prosecco cocktails,ingredient_hub,5400.0,16.0,Tier 1,5400.0,Prosecco Cocktail Recipe,seo_target,
9,not_started,fried clams,ingredient_hub,5400.0,29.0,Tier 1,5400.0,Fried Clam Recipe,seo_target,
9,not_started,chocolate bark,ingredient_hub,5400.0,16.0,Tier 1,5400.0,Chocolate Bark Recipe,seo_target,
9,not_started,greek coffee,ingredient_hub,5400.0,25.0,Tier 1,5400.0,Greek Coffee Recipe,seo_target,
9,not_started,langos,ingredient_hub,5400.0,24.0,Tier 1,5400.0,Lango Recipe,seo_target,
9,not_started,sandwich trays,ingredient_hub,5400.0,25.0,Tier 1,5400.0,Sandwich Tray Recipe,seo_target,
9,not_started,sheet pan eggs,recipe_or_dish,5400.0,21.0,Tier 1,5400.0,Sheet Pan Egg Recipe,seo_target,
9,not_started,baked ziti with ricotta cheese,recipe_or_dish,5400.0,28.0,Tier 1,5400.0,Baked Ziti Ricotta Cheese Recipe,seo_target,
9,not_started,hot cocoa mix,recipe_or_dish,5400.0,22.0,Tier 1,5400.0,Hot Cocoa Mix Recipe,seo_target,
9,not_started,white chocolate chip cookies,recipe_or_dish,5400.0,23.0,Tier 1,5400.0,White Chocolate Chip Cookies Recipe,seo_target,
9,not_started,what is ginger beer,definition,5400.0,23.0,Tier 1,5400.0,What Is Ginger Beer? (And How to Use It),seo_target,
9,not_started,what is a continental breakfast,definition,5400.0,19.0,Tier 1,5400.0,What Is Continental Breakfast? (And How to Use It),seo_target,
9,not_started,ice cream in a bag,recipe_or_dish,5400.0,14.0,Tier 1,5400.0,Ice Cream Bag Recipe,seo_target,
9,not_started,cognac vs brandy,comparison,5400.0,19.0,Tier 1,5400.0,Cognac vs. Brandy: What's the Difference?,seo_target,
9,not_started,no peek chicken,recipe_or_dish,5400.0,20.0,Tier 1,5400.0,No Peek Chicken Recipe,seo_target,
9,not_started,coffee syrup flavors,recipe_or_dish,5400.0,23.0,Tier 1,5400.0,Coffee Syrup Flavor Recipe,seo_target,
9,not_started,beef stock vs beef broth,comparison,5400.0,27.0,Tier 1,5400.0,Beef Stock vs. Beef Broth: What's the Difference?,seo_target,
9,not_started,no bean chili recipe,recipe_or_dish,5400.0,24.0,Tier 1,5400.0,No Bean Chili Recipe,seo_target,
9,not_started,rotisserie chicken seasoning,recipe_or_dish,5400.0,20.0,Tier 1,5400.0,Rotisserie Chicken Seasoning Recipe,seo_target,
9,not_started,champagne grapes,ingredient_hub,5400.0,22.0,Tier 1,5400.0,Champagne Grape Recipe,seo_target,
9,not_started,mcdonald's egg mcmuffin hack,recipe_or_dish,5400.0,27.0,Tier 1,5400.0,Mcdonald Egg Mcmuffin Hack Recipe,seo_target,
9,not_started,blueberry dump cake,recipe_or_dish,5400.0,26.0,Tier 1,5400.0,Blueberry Dump Cake Recipe,seo_target,
9,not_started,french onion pasta,recipe_or_dish,5400.0,28.0,Tier 1,5400.0,French Onion Pasta Recipe,seo_target,
9,not_started,bagel bin,ingredient_hub,5400.0,14.0,Tier 1,5400.0,Bagel Bin Recipe,seo_target,
9,not_started,strawberry muffin recipe,recipe_or_dish,5400.0,29.0,Tier 1,5400.0,Strawberry Muffin Recipe,seo_target,
9,not_started,how to make caesar dressing,howto_technique,5400.0,29.0,Tier 1,5400.0,Caesar Dressing Recipe,seo_target,
9,not_started,lamb ragout,ingredient_hub,5400.0,29.0,Tier 1,5400.0,Lamb Ragout Recipe,seo_target,
9,not_started,lamb ribs,ingredient_hub,5400.0,24.0,Tier 1,5400.0,Lamb Ribs Recipe,seo_target,
9,not_started,grill recipes,category_roundup,5400.0,28.0,Tier 1,5400.0,Grill Recipe,seo_target,
9,not_started,infused water recipes,recipe_or_dish,5400.0,18.0,Tier 1,5400.0,Infused Water Recipe,seo_target,
9,not_started,spanish coffee,ingredient_hub,5400.0,24.0,Tier 1,5400.0,Spanish Coffee Recipe,seo_target,
9,not_started,frozen ravioli,ingredient_hub,5400.0,27.0,Tier 1,5400.0,Frozen Ravioli Recipe,seo_target,
9,not_started,breakfast for dinner ideas,recipe_or_dish,5400.0,16.0,Tier 1,5400.0,Breakfast Dinner Idea Recipe,seo_target,
9,not_started,what spirit goes with eggnog,recipe_or_dish,5400.0,16.0,Tier 1,5400.0,What Spirit Goe Eggnog Recipe,seo_target,
9,not_started,salt and vinegar seasoning,recipe_or_dish,5400.0,9.0,Tier 1,5400.0,Salt Vinegar Seasoning Recipe,seo_target,
9,not_started,greek yogurt chicken marinade,recipe_or_dish,5400.0,25.0,Tier 1,5400.0,Greek Yogurt Chicken Marinade Recipe,seo_target,
